"batchId ,",1.0,",overall_accuracy, ",76.0,",step_accuracy, ",76.0,",models, ","Counter({'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'MobileNet': 1, 'NASNetMobile': 1})",",",7,",",None
"batchId ,",36.0,",overall_accuracy, ",73.88888888888889,",step_accuracy, ",68.2,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",37.0,",overall_accuracy, ",73.89189189189189,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",38.0,",overall_accuracy, ",73.84736842105262,",step_accuracy, ",72.2,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",39.0,",overall_accuracy, ",73.7897435897436,",step_accuracy, ",71.6,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",40.0,",overall_accuracy, ",73.74000000000001,",step_accuracy, ",71.8,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",['ResNet50V2']
"batchId ,",41.0,",overall_accuracy, ",73.82926829268293,",step_accuracy, ",77.4,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",","[[['ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fd96ab091d0>]], [['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7fd96b1f31d0>]]]"
"batchId ,",42.0,",overall_accuracy, ",73.91904761904762,",step_accuracy, ",77.60000000000001,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fd99ca29d68>]]]"
"batchId ,",43.0,",overall_accuracy, ",73.93023255813954,",step_accuracy, ",74.4,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",",None
"batchId ,",44.0,",overall_accuracy, ",73.95454545454545,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",",None
"batchId ,",45.0,",overall_accuracy, ",73.89333333333333,",step_accuracy, ",71.2,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",46.0,",overall_accuracy, ",73.92173913043479,",step_accuracy, ",75.2,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",47.0,",overall_accuracy, ",73.86808510638298,",step_accuracy, ",71.39999999999999,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",48.0,",overall_accuracy, ",73.87916666666666,",step_accuracy, ",74.4,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",49.0,",overall_accuracy, ",73.93469387755101,",step_accuracy, ",76.6,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fd96a4b6080>]], [['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7fd9699475f8>]]]"
"batchId ,",50.0,",overall_accuracy, ",73.844,",step_accuracy, ",69.39999999999999,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",51.0,",overall_accuracy, ",73.76470588235294,",step_accuracy, ",69.8,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",52.0,",overall_accuracy, ",73.76153846153845,",step_accuracy, ",73.6,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",53.0,",overall_accuracy, ",73.72830188679245,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",['ResNet50V2']
"batchId ,",54.0,",overall_accuracy, ",73.71851851851852,",step_accuracy, ",73.2,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",None
"batchId ,",55.0,",overall_accuracy, ",73.76,",step_accuracy, ",76.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",None
"batchId ,",56.0,",overall_accuracy, ",73.78571428571429,",step_accuracy, ",75.2,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",None
"batchId ,",57.0,",overall_accuracy, ",73.74736842105263,",step_accuracy, ",71.6,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",['ResNet50']
"batchId ,",58.0,",overall_accuracy, ",73.8,",step_accuracy, ",76.8,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",5,",","[[['ResNet50', <tensorflow.python.keras.engine.functional.Functional object at 0x7fd9678d21d0>]], [['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fd9692c8ef0>]]]"
"batchId ,",59.0,",overall_accuracy, ",73.83050847457628,",step_accuracy, ",75.6,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",5,",",None
"batchId ,",60.0,",overall_accuracy, ",73.82333333333332,",step_accuracy, ",73.4,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",5,",",None
"batchId ,",61.0,",overall_accuracy, ",73.82950819672132,",step_accuracy, ",74.2,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",5,",",None
"batchId ,",62.0,",overall_accuracy, ",73.82903225806452,",step_accuracy, ",73.8,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",5,",",None
"batchId ,",63.0,",overall_accuracy, ",73.84444444444445,",step_accuracy, ",74.8,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",5,",",None
"batchId ,",64.0,",overall_accuracy, ",73.865625,",step_accuracy, ",75.2,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",5,",",None
"batchId ,",65.0,",overall_accuracy, ",73.86769230769231,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",5,",",None
"batchId ,",66.0,",overall_accuracy, ",73.86969696969697,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",5,",",None
"batchId ,",67.0,",overall_accuracy, ",73.86567164179104,",step_accuracy, ",73.6,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",5,",",None
"batchId ,",68.0,",overall_accuracy, ",73.92647058823529,",step_accuracy, ",78.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",","[[['ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fd9680702b0>]], [['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7fd968762208>]]]"
"batchId ,",69.0,",overall_accuracy, ",73.89565217391304,",step_accuracy, ",71.8,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",70.0,",overall_accuracy, ",73.86857142857143,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",71.0,",overall_accuracy, ",73.88450704225352,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",72.0,",overall_accuracy, ",73.89166666666667,",step_accuracy, ",74.4,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",73.0,",overall_accuracy, ",73.8986301369863,",step_accuracy, ",74.4,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",74.0,",overall_accuracy, ",73.88108108108108,",step_accuracy, ",72.6,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",75.0,",overall_accuracy, ",73.896,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",76.0,",overall_accuracy, ",73.9342105263158,",step_accuracy, ",76.8,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",3,",","[[['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7fd966765198>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fd99d724dd8>]]]"
"batchId ,",77.0,",overall_accuracy, ",73.88311688311688,",step_accuracy, ",70.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",78.0,",overall_accuracy, ",73.8923076923077,",step_accuracy, ",74.6,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",4,",",None
"batchId ,",79.0,",overall_accuracy, ",73.90379746835443,",step_accuracy, ",74.8,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",4,",",None
"batchId ,",80.0,",overall_accuracy, ",73.91250000000001,",step_accuracy, ",74.6,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",4,",",None
"batchId ,",81.0,",overall_accuracy, ",73.879012345679,",step_accuracy, ",71.2,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",82.0,",overall_accuracy, ",73.89024390243902,",step_accuracy, ",74.8,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",83.0,",overall_accuracy, ",73.89879518072289,",step_accuracy, ",74.6,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",84.0,",overall_accuracy, ",73.89523809523808,",step_accuracy, ",73.6,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",85.0,",overall_accuracy, ",73.8964705882353,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",86.0,",overall_accuracy, ",73.90697674418605,",step_accuracy, ",74.8,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",87.0,",overall_accuracy, ",73.9448275862069,",step_accuracy, ",77.2,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fd9672d3828>]], [['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7fd9657fe208>]]]"
"batchId ,",88.0,",overall_accuracy, ",73.96818181818182,",step_accuracy, ",76.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",",None
"batchId ,",89.0,",overall_accuracy, ",73.94157303370787,",step_accuracy, ",71.6,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",90.0,",overall_accuracy, ",73.92,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",91.0,",overall_accuracy, ",73.92747252747253,",step_accuracy, ",74.6,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",92.0,",overall_accuracy, ",73.93913043478261,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",93.0,",overall_accuracy, ",73.93978494623656,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",94.0,",overall_accuracy, ",73.96170212765958,",step_accuracy, ",76.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",95.0,",overall_accuracy, ",73.96421052631578,",step_accuracy, ",74.2,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",96.0,",overall_accuracy, ",73.92083333333333,",step_accuracy, ",69.8,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",['ResNet50V2']
"batchId ,",97.0,",overall_accuracy, ",73.90515463917525,",step_accuracy, ",72.39999999999999,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",None
"batchId ,",98.0,",overall_accuracy, ",73.94489795918368,",step_accuracy, ",77.8,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",","[[['ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fd963f267f0>]], [['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7fd96461a4a8>]]]"
"batchId ,",99.0,",overall_accuracy, ",73.93131313131313,",step_accuracy, ",72.6,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",100.0,",overall_accuracy, ",73.92800000000001,",step_accuracy, ",73.6,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",None
