"batchId ,",1.0,",overall_accuracy, ",75.0,",step_accuracy, ",75.0,",models, ","Counter({'MobileNet': 1, 'NASNetMobile': 1, 'ResNet50V2': 1, 'InceptionV3': 1, 'ResNet50': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",7,",",None
"batchId ,",32.0,",overall_accuracy, ",73.703125,",step_accuracy, ",70.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",33.0,",overall_accuracy, ",73.89393939393939,",step_accuracy, ",80.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1})",",",3,",","[[['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b6253ad68>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b6abc5c50>]]]"
"batchId ,",34.0,",overall_accuracy, ",73.83823529411765,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",35.0,",overall_accuracy, ",73.77142857142857,",step_accuracy, ",71.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",36.0,",overall_accuracy, ",73.69444444444444,",step_accuracy, ",71.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",['ResNet50V2']
"batchId ,",37.0,",overall_accuracy, ",73.64864864864865,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",['ResNet50']
"batchId ,",38.0,",overall_accuracy, ",73.53947368421052,",step_accuracy, ",69.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",39.0,",overall_accuracy, ",73.55128205128206,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",40.0,",overall_accuracy, ",73.6125,",step_accuracy, ",76.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",41.0,",overall_accuracy, ",73.7439024390244,",step_accuracy, ",79.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",5,",","[[['ResNet50', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b607b76d8>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b62150400>]]]"
"batchId ,",42.0,",overall_accuracy, ",73.75,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",5,",",None
"batchId ,",43.0,",overall_accuracy, ",73.75581395348837,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",5,",",None
"batchId ,",44.0,",overall_accuracy, ",73.76136363636364,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",5,",",None
"batchId ,",45.0,",overall_accuracy, ",73.84444444444445,",step_accuracy, ",77.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'InceptionV3': 1})",",",3,",","[[['ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b60ed7a20>]], [['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b688ae8d0>]]]"
"batchId ,",46.0,",overall_accuracy, ",73.79347826086956,",step_accuracy, ",71.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'InceptionV3': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",47.0,",overall_accuracy, ",73.86170212765958,",step_accuracy, ",77.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'InceptionV3': 1})",",",3,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b60469d68>]]]"
"batchId ,",48.0,",overall_accuracy, ",73.83333333333333,",step_accuracy, ",72.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'InceptionV3': 1})",",",3,",",None
"batchId ,",49.0,",overall_accuracy, ",73.87755102040816,",step_accuracy, ",76.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'InceptionV3': 1})",",",3,",",None
"batchId ,",50.0,",overall_accuracy, ",73.91,",step_accuracy, ",75.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'InceptionV3': 1})",",",3,",",None
"batchId ,",51.0,",overall_accuracy, ",73.99019607843137,",step_accuracy, ",78.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1})",",",2,",","[[['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b615d3128>]]]"
"batchId ,",52.0,",overall_accuracy, ",73.8173076923077,",step_accuracy, ",65.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",",['MobileNet']
"batchId ,",53.0,",overall_accuracy, ",73.72641509433963,",step_accuracy, ",69.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",54.0,",overall_accuracy, ",73.72222222222223,",step_accuracy, ",73.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",55.0,",overall_accuracy, ",73.70909090909092,",step_accuracy, ",73.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",56.0,",overall_accuracy, ",73.74107142857143,",step_accuracy, ",75.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",57.0,",overall_accuracy, ",73.68421052631578,",step_accuracy, ",70.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",58.0,",overall_accuracy, ",73.69827586206897,",step_accuracy, ",74.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",59.0,",overall_accuracy, ",73.71186440677965,",step_accuracy, ",74.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",60.0,",overall_accuracy, ",73.75,",step_accuracy, ",76.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",61.0,",overall_accuracy, ",73.78688524590163,",step_accuracy, ",76.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",62.0,",overall_accuracy, ",73.74193548387098,",step_accuracy, ",71.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",['ResNet50V2']
"batchId ,",63.0,",overall_accuracy, ",73.69047619047619,",step_accuracy, ",70.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",['ResNet50']
"batchId ,",64.0,",overall_accuracy, ",73.6953125,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",65.0,",overall_accuracy, ",73.8076923076923,",step_accuracy, ",81.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",5,",","[[['ResNet50', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b3d41f4a8>]], [['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b3ee1dac8>]]]"
"batchId ,",66.0,",overall_accuracy, ",73.93181818181817,",step_accuracy, ",82.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'InceptionV3': 1})",",",3,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b600c5588>]], [['ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b3db3a3c8>]]]"
"batchId ,",67.0,",overall_accuracy, ",74.0,",step_accuracy, ",78.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1})",",",2,",","[[['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b3e232518>]]]"
"batchId ,",68.0,",overall_accuracy, ",73.99264705882352,",step_accuracy, ",73.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1})",",",2,",",None
"batchId ,",69.0,",overall_accuracy, ",73.95652173913044,",step_accuracy, ",71.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",",['MobileNet']
"batchId ,",70.0,",overall_accuracy, ",73.85000000000001,",step_accuracy, ",66.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",71.0,",overall_accuracy, ",73.86619718309859,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",72.0,",overall_accuracy, ",73.86805555555556,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",73.0,",overall_accuracy, ",73.76027397260275,",step_accuracy, ",66.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",74.0,",overall_accuracy, ",73.78378378378379,",step_accuracy, ",75.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",75.0,",overall_accuracy, ",73.82,",step_accuracy, ",76.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",","[[['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b3beca198>]], [['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b3ca3b048>]]]"
"batchId ,",76.0,",overall_accuracy, ",73.77631578947368,",step_accuracy, ",70.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",77.0,",overall_accuracy, ",73.76623376623377,",step_accuracy, ",73.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",78.0,",overall_accuracy, ",73.8076923076923,",step_accuracy, ",77.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b3b851588>]]]"
"batchId ,",79.0,",overall_accuracy, ",73.76582278481013,",step_accuracy, ",70.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",80.0,",overall_accuracy, ",73.6375,",step_accuracy, ",63.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",81.0,",overall_accuracy, ",73.62962962962963,",step_accuracy, ",73.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",82.0,",overall_accuracy, ",73.65243902439025,",step_accuracy, ",75.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",83.0,",overall_accuracy, ",73.6867469879518,",step_accuracy, ",76.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",3,",","[[['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b3a5f7eb8>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b3d1108d0>]]]"
"batchId ,",84.0,",overall_accuracy, ",73.64880952380952,",step_accuracy, ",70.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",85.0,",overall_accuracy, ",73.65294117647059,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",4,",",None
"batchId ,",86.0,",overall_accuracy, ",73.67441860465117,",step_accuracy, ",75.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",4,",",None
"batchId ,",87.0,",overall_accuracy, ",73.70689655172413,",step_accuracy, ",76.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",3,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b3a29f780>]]]"
"batchId ,",88.0,",overall_accuracy, ",73.67045454545455,",step_accuracy, ",70.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",89.0,",overall_accuracy, ",73.63483146067415,",step_accuracy, ",70.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",90.0,",overall_accuracy, ",73.59444444444443,",step_accuracy, ",70.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",['ResNet50V2']
"batchId ,",91.0,",overall_accuracy, ",73.62637362637363,",step_accuracy, ",76.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'ResNet50V2': 1})",",",4,",","[[['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b393ae208>]], [['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b3b1f1a58>]]]"
"batchId ,",92.0,",overall_accuracy, ",73.58695652173914,",step_accuracy, ",70.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'ResNet50V2': 1, 'MobileNetV2': 1})",",",5,",",['MobileNetV2']
"batchId ,",93.0,",overall_accuracy, ",73.61290322580645,",step_accuracy, ",76.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'ResNet50V2': 1, 'MobileNetV2': 1})",",",5,",",None
"batchId ,",94.0,",overall_accuracy, ",73.58510638297872,",step_accuracy, ",71.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'ResNet50V2': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",6,",",['InceptionV3']
"batchId ,",95.0,",overall_accuracy, ",73.56315789473685,",step_accuracy, ",71.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'ResNet50V2': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50': 1})",",",7,",",['ResNet50']
"batchId ,",96.0,",overall_accuracy, ",73.515625,",step_accuracy, ",69.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'ResNet50V2': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",97.0,",overall_accuracy, ",73.50515463917526,",step_accuracy, ",72.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'ResNet50V2': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",98.0,",overall_accuracy, ",73.51020408163265,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'ResNet50V2': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",99.0,",overall_accuracy, ",73.5050505050505,",step_accuracy, ",73.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'ResNet50V2': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",100.0,",overall_accuracy, ",73.495,",step_accuracy, ",72.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'ResNet50V2': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",101.0,",overall_accuracy, ",73.53465346534654,",step_accuracy, ",77.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",","[[['ResNet50', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b372b91d0>]], [['ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f2b38c384a8>]]]"
"batchId ,",102.0,",overall_accuracy, ",73.54901960784314,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
