"batchId ,",1.0,",overall_accuracy, ",77.5,",step_accuracy, ",77.5,",models, ","Counter({'MobileNetV2': 1, 'InceptionV3': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'ResNet50': 1, 'DenseNet121': 1})",",",6,",","[[('ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc900501278>)], [('Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc9ec05ba90>)]]"
"batchId ,",16.0,",overall_accuracy, ",74.90625,",step_accuracy, ",72.5,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",7,",",['ResNet50V2']
"batchId ,",17.0,",overall_accuracy, ",75.11764705882354,",step_accuracy, ",78.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'MobileNet': 1, 'InceptionV3': 1})",",",4,",","[[['ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc74e7e1080>]], [('DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc8bc50fda0>)], [['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc7b02fc438>]]]"
"batchId ,",18.0,",overall_accuracy, ",74.75,",step_accuracy, ",68.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'MobileNet': 1, 'InceptionV3': 1, 'DenseNet121': 1})",",",5,",",['DenseNet121']
"batchId ,",19.0,",overall_accuracy, ",74.71052631578947,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'MobileNet': 1, 'InceptionV3': 1, 'DenseNet121': 1})",",",5,",",None
"batchId ,",20.0,",overall_accuracy, ",74.775,",step_accuracy, ",76.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'MobileNet': 1, 'InceptionV3': 1, 'DenseNet121': 1})",",",5,",",None
"batchId ,",21.0,",overall_accuracy, ",74.76190476190476,",step_accuracy, ",74.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'MobileNet': 1, 'InceptionV3': 1, 'DenseNet121': 1})",",",5,",",None
"batchId ,",22.0,",overall_accuracy, ",74.45454545454545,",step_accuracy, ",68.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'MobileNet': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",6,",",['MobileNetV2']
"batchId ,",23.0,",overall_accuracy, ",74.69565217391305,",step_accuracy, ",80.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'MobileNet': 1, 'DenseNet121': 1})",",",4,",","[[['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc770707630>]], [['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc74d169198>]]]"
"batchId ,",24.0,",overall_accuracy, ",74.79166666666667,",step_accuracy, ",77.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'MobileNet': 1, 'DenseNet121': 1})",",",4,",",None
"batchId ,",25.0,",overall_accuracy, ",74.78,",step_accuracy, ",74.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'MobileNet': 1, 'DenseNet121': 1})",",",4,",",None
"batchId ,",26.0,",overall_accuracy, ",74.78846153846153,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'MobileNet': 1, 'DenseNet121': 1})",",",4,",",None
"batchId ,",27.0,",overall_accuracy, ",74.77777777777777,",step_accuracy, ",74.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'MobileNet': 1, 'DenseNet121': 1})",",",4,",",None
"batchId ,",28.0,",overall_accuracy, ",74.55357142857143,",step_accuracy, ",68.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'MobileNet': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",5,",",['MobileNetV2']
"batchId ,",29.0,",overall_accuracy, ",74.67241379310346,",step_accuracy, ",78.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",3,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc74d845320>]], [['Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc800461048>]]]"
"batchId ,",30.0,",overall_accuracy, ",74.6,",step_accuracy, ",72.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'DenseNet121': 1})",",",4,",",['DenseNet121']
"batchId ,",31.0,",overall_accuracy, ",74.43548387096774,",step_accuracy, ",69.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'Xception': 1})",",",5,",",['Xception']
"batchId ,",32.0,",overall_accuracy, ",74.34375,",step_accuracy, ",71.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'Xception': 1, 'InceptionV3': 1})",",",6,",",['InceptionV3']
"batchId ,",33.0,",overall_accuracy, ",74.43939393939394,",step_accuracy, ",77.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'DenseNet121': 1})",",",4,",","[[['Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc72a941668>]], [['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc729dc2208>]]]"
"batchId ,",34.0,",overall_accuracy, ",74.39705882352942,",step_accuracy, ",73.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'Xception': 1})",",",5,",",['Xception']
"batchId ,",35.0,",overall_accuracy, ",74.34285714285714,",step_accuracy, ",72.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'Xception': 1, 'InceptionV3': 1})",",",6,",",['InceptionV3']
"batchId ,",36.0,",overall_accuracy, ",74.29166666666667,",step_accuracy, ",72.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'Xception': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",7,",",['ResNet50V2']
"batchId ,",37.0,",overall_accuracy, ",74.29729729729729,",step_accuracy, ",74.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'Xception': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",7,",",None
"batchId ,",38.0,",overall_accuracy, ",74.19736842105263,",step_accuracy, ",70.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'Xception': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",8,",",['ResNet50']
"batchId ,",39.0,",overall_accuracy, ",74.1923076923077,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'Xception': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",8,",",None
"batchId ,",40.0,",overall_accuracy, ",74.225,",step_accuracy, ",75.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'Xception': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",8,",",None
"batchId ,",41.0,",overall_accuracy, ",74.3780487804878,",step_accuracy, ",80.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'Xception': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",","[[['ResNet50', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc723e08160>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc7d0215d30>]]]"
"batchId ,",42.0,",overall_accuracy, ",74.40476190476191,",step_accuracy, ",75.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'Xception': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",None
"batchId ,",43.0,",overall_accuracy, ",74.36046511627907,",step_accuracy, ",72.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'Xception': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'MobileNet': 1})",",",7,",",['MobileNet']
"batchId ,",44.0,",overall_accuracy, ",74.38636363636364,",step_accuracy, ",75.5,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'Xception': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'MobileNet': 1})",",",7,",",None
"batchId ,",45.0,",overall_accuracy, ",74.53333333333333,",step_accuracy, ",81.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1, 'InceptionV3': 1})",",",4,",","[[['ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc7285e30b8>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc723a8ce10>]], [['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc74cabf208>]]]"
"batchId ,",46.0,",overall_accuracy, ",74.5,",step_accuracy, ",73.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1, 'InceptionV3': 1, 'MobileNet': 1})",",",5,",",['MobileNet']
"batchId ,",47.0,",overall_accuracy, ",74.56382978723404,",step_accuracy, ",77.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'InceptionV3': 1})",",",3,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc7237533c8>]], [['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc72afa4710>]]]"
"batchId ,",48.0,",overall_accuracy, ",74.54166666666666,",step_accuracy, ",73.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'InceptionV3': 1})",",",3,",",None
"batchId ,",49.0,",overall_accuracy, ",74.55102040816325,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'InceptionV3': 1})",",",3,",",None
"batchId ,",50.0,",overall_accuracy, ",74.6,",step_accuracy, ",77.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'InceptionV3': 1})",",",3,",",None
"batchId ,",51.0,",overall_accuracy, ",74.63725490196079,",step_accuracy, ",76.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'InceptionV3': 1})",",",3,",",None
"batchId ,",52.0,",overall_accuracy, ",74.54807692307692,",step_accuracy, ",70.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'InceptionV3': 1, 'DenseNet121': 1})",",",4,",",['DenseNet121']
"batchId ,",53.0,",overall_accuracy, ",74.4811320754717,",step_accuracy, ",71.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",5,",",['MobileNet']
"batchId ,",54.0,",overall_accuracy, ",74.4537037037037,",step_accuracy, ",73.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",6,",",['MobileNetV2']
"batchId ,",55.0,",overall_accuracy, ",74.48181818181818,",step_accuracy, ",76.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",6,",",None
"batchId ,",56.0,",overall_accuracy, ",74.55357142857143,",step_accuracy, ",78.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'InceptionV3': 1, 'DenseNet121': 1})",",",4,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc7224269e8>]], [['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc721d4a0b8>]]]"
"batchId ,",57.0,",overall_accuracy, ",74.50877192982456,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",5,",",['MobileNet']
"batchId ,",58.0,",overall_accuracy, ",74.52586206896552,",step_accuracy, ",75.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",5,",",None
"batchId ,",59.0,",overall_accuracy, ",74.51694915254238,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",5,",",None
"batchId ,",60.0,",overall_accuracy, ",74.52499999999999,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",5,",",None
"batchId ,",61.0,",overall_accuracy, ",74.58196721311475,",step_accuracy, ",78.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1})",",",3,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc7219d0860>]], [['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc728cd34a8>]]]"
"batchId ,",62.0,",overall_accuracy, ",74.5241935483871,",step_accuracy, ",71.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",63.0,",overall_accuracy, ",74.48412698412699,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",5,",",['MobileNetV2']
"batchId ,",64.0,",overall_accuracy, ",74.5078125,",step_accuracy, ",76.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",5,",",None
"batchId ,",65.0,",overall_accuracy, ",74.58461538461538,",step_accuracy, ",79.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1})",",",3,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc720fd0cf8>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc72169ef60>]]]"
"batchId ,",66.0,",overall_accuracy, ",74.61363636363636,",step_accuracy, ",76.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1})",",",3,",",None
"batchId ,",67.0,",overall_accuracy, ",74.67910447761193,",step_accuracy, ",79.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1})",",",2,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc72287a160>]]]"
"batchId ,",68.0,",overall_accuracy, ",74.66176470588235,",step_accuracy, ",73.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1})",",",2,",",None
"batchId ,",69.0,",overall_accuracy, ",74.57971014492753,",step_accuracy, ",69.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1})",",",3,",",['DenseNet121']
"batchId ,",70.0,",overall_accuracy, ",74.53571428571428,",step_accuracy, ",71.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",71.0,",overall_accuracy, ",74.53521126760563,",step_accuracy, ",74.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",None
"batchId ,",72.0,",overall_accuracy, ",74.53472222222223,",step_accuracy, ",74.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",None
"batchId ,",73.0,",overall_accuracy, ",74.43150684931507,",step_accuracy, ",67.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",5,",",['MobileNetV2']
"batchId ,",74.0,",overall_accuracy, ",74.46621621621622,",step_accuracy, ",77.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",5,",",None
"batchId ,",75.0,",overall_accuracy, ",74.52,",step_accuracy, ",78.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1})",",",3,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc71f632b00>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc71fc82cf8>]]]"
"batchId ,",76.0,",overall_accuracy, ",74.49342105263158,",step_accuracy, ",72.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",77.0,",overall_accuracy, ",74.50649350649351,",step_accuracy, ",75.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",None
"batchId ,",78.0,",overall_accuracy, ",74.55128205128206,",step_accuracy, ",78.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1})",",",3,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc71f2b8a90>]]]"
"batchId ,",79.0,",overall_accuracy, ",74.5379746835443,",step_accuracy, ",73.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1})",",",3,",",None
"batchId ,",80.0,",overall_accuracy, ",74.38749999999999,",step_accuracy, ",62.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",81.0,",overall_accuracy, ",74.3888888888889,",step_accuracy, ",74.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",None
"batchId ,",82.0,",overall_accuracy, ",74.40243902439025,",step_accuracy, ",75.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",None
"batchId ,",83.0,",overall_accuracy, ",74.43975903614458,",step_accuracy, ",77.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1})",",",3,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc71eecfcc0>]]]"
"batchId ,",84.0,",overall_accuracy, ",74.41071428571429,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",85.0,",overall_accuracy, ",74.37058823529412,",step_accuracy, ",71.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",5,",",['MobileNetV2']
"batchId ,",86.0,",overall_accuracy, ",74.40116279069767,",step_accuracy, ",77.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",5,",",None
"batchId ,",87.0,",overall_accuracy, ",74.44827586206897,",step_accuracy, ",78.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1})",",",3,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc71eb639b0>]], [['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fc71e492198>]]]"
"batchId ,",88.0,",overall_accuracy, ",74.3465909090909,",step_accuracy, ",65.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",89.0,",overall_accuracy, ",74.31460674157303,",step_accuracy, ",71.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",5,",",['MobileNetV2']
"batchId ,",90.0,",overall_accuracy, ",74.25,",step_accuracy, ",68.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",6,",",['InceptionV3']
"batchId ,",91.0,",overall_accuracy, ",74.24725274725274,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",6,",",None
"batchId ,",92.0,",overall_accuracy, ",74.27717391304348,",step_accuracy, ",77.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",6,",",None
"batchId ,",93.0,",overall_accuracy, ",74.30645161290322,",step_accuracy, ",77.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",6,",",None
"batchId ,",94.0,",overall_accuracy, ",74.28191489361701,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",7,",",['ResNet50V2']
"batchId ,",95.0,",overall_accuracy, ",74.28947368421052,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",7,",",None
"batchId ,",96.0,",overall_accuracy, ",74.22395833333333,",step_accuracy, ",68.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",8,",",['ResNet50']
"batchId ,",97.0,",overall_accuracy, ",74.23195876288659,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",8,",",None
"batchId ,",98.0,",overall_accuracy, ",74.21938775510203,",step_accuracy, ",73.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",8,",",None
"batchId ,",99.0,",overall_accuracy, ",74.21717171717171,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",8,",",None
"batchId ,",100.0,",overall_accuracy, ",74.21,",step_accuracy, ",73.5,",models, ","Counter({'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",8,",",None
