"batchId ,",1.0,",overall_accuracy, ",79.0,",step_accuracy, ",79.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'ResNet50': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",5,",","[[('ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdcf8269a20>)], [('MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdc88322d30>)]]"
"batchId ,",21.0,",overall_accuracy, ",74.66666666666667,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",None
"batchId ,",22.0,",overall_accuracy, ",74.5,",step_accuracy, ",71.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",5,",",['MobileNetV2']
"batchId ,",23.0,",overall_accuracy, ",74.47826086956522,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",5,",",None
"batchId ,",24.0,",overall_accuracy, ",74.0,",step_accuracy, ",63.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'ResNet50V2': 1})",",",6,",",['ResNet50V2']
"batchId ,",25.0,",overall_accuracy, ",74.0,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'ResNet50V2': 1})",",",6,",",None
"batchId ,",26.0,",overall_accuracy, ",74.34615384615385,",step_accuracy, ",83.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",4,",","[[['ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdad84e3eb8>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdb182a44e0>]]]"
"batchId ,",27.0,",overall_accuracy, ",74.14814814814815,",step_accuracy, ",69.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",5,",",['MobileNet']
"batchId ,",28.0,",overall_accuracy, ",74.07142857142858,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1, 'ResNet50V2': 1})",",",6,",",['ResNet50V2']
"batchId ,",29.0,",overall_accuracy, ",74.06896551724138,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1, 'ResNet50V2': 1})",",",6,",",None
"batchId ,",30.0,",overall_accuracy, ",74.16666666666667,",step_accuracy, ",77.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",4,",","[[['ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdacba78278>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdad8176390>]]]"
"batchId ,",31.0,",overall_accuracy, ",74.12903225806453,",step_accuracy, ",73.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",32.0,",overall_accuracy, ",74.125,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",33.0,",overall_accuracy, ",74.06060606060606,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",5,",",['MobileNet']
"batchId ,",34.0,",overall_accuracy, ",74.20588235294117,",step_accuracy, ",79.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'MobileNet': 1})",",",3,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdb18682630>]], [['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdad8b8f160>]]]"
"batchId ,",35.0,",overall_accuracy, ",73.88571428571429,",step_accuracy, ",63.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'MobileNet': 1, 'DenseNet121': 1})",",",4,",",['DenseNet121']
"batchId ,",36.0,",overall_accuracy, ",73.83333333333333,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'InceptionV3': 1, 'MobileNet': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",5,",",['MobileNetV2']
"batchId ,",37.0,",overall_accuracy, ",74.02702702702703,",step_accuracy, ",81.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1})",",",3,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdaca047128>]], [('InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdca8655208>)]]"
"batchId ,",38.0,",overall_accuracy, ",73.81578947368422,",step_accuracy, ",66.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",39.0,",overall_accuracy, ",73.82051282051282,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",40.0,",overall_accuracy, ",73.85000000000001,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",41.0,",overall_accuracy, ",74.04878048780488,",step_accuracy, ",82.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1})",",",3,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdac9a11dd8>]]]"
"batchId ,",42.0,",overall_accuracy, ",73.88095238095238,",step_accuracy, ",67.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",43.0,",overall_accuracy, ",73.76744186046513,",step_accuracy, ",69.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",44.0,",overall_accuracy, ",73.61363636363636,",step_accuracy, ",67.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",['ResNet50V2']
"batchId ,",45.0,",overall_accuracy, ",73.8,",step_accuracy, ",82.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1, 'ResNet50V2': 1})",",",4,",","[[['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdac883b630>]], [['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdac93ae6d8>]]]"
"batchId ,",46.0,",overall_accuracy, ",73.91304347826086,",step_accuracy, ",79.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'ResNet50V2': 1})",",",3,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdaca7a10f0>]]]"
"batchId ,",47.0,",overall_accuracy, ",74.04255319148936,",step_accuracy, ",80.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1})",",",2,",","[[['ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdac80c94a8>]]]"
"batchId ,",48.0,",overall_accuracy, ",74.0,",step_accuracy, ",72.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1})",",",3,",",['DenseNet121']
"batchId ,",49.0,",overall_accuracy, ",73.89795918367346,",step_accuracy, ",69.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",50.0,",overall_accuracy, ",73.98,",step_accuracy, ",78.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",3,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdacb682f98>]]]"
"batchId ,",51.0,",overall_accuracy, ",73.98039215686273,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",3,",",None
"batchId ,",52.0,",overall_accuracy, ",74.03846153846155,",step_accuracy, ",77.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1})",",",2,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda7df2a198>]]]"
"batchId ,",53.0,",overall_accuracy, ",73.94339622641509,",step_accuracy, ",69.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",",['MobileNet']
"batchId ,",54.0,",overall_accuracy, ",73.98148148148148,",step_accuracy, ",76.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",",None
"batchId ,",55.0,",overall_accuracy, ",73.92727272727274,",step_accuracy, ",71.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",56.0,",overall_accuracy, ",73.85714285714286,",step_accuracy, ",70.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",57.0,",overall_accuracy, ",73.87719298245614,",step_accuracy, ",75.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",None
"batchId ,",58.0,",overall_accuracy, ",74.03448275862068,",step_accuracy, ",83.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",3,",","[[['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda7c969278>]], [('NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7fdd081e1860>)]]"
"batchId ,",59.0,",overall_accuracy, ",74.01694915254238,",step_accuracy, ",73.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",3,",",None
"batchId ,",60.0,",overall_accuracy, ",73.95,",step_accuracy, ",70.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'NASNetMobile': 1})",",",4,",",['NASNetMobile']
"batchId ,",61.0,",overall_accuracy, ",73.9344262295082,",step_accuracy, ",73.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'NASNetMobile': 1})",",",4,",",None
"batchId ,",62.0,",overall_accuracy, ",73.80645161290322,",step_accuracy, ",66.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'NASNetMobile': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",63.0,",overall_accuracy, ",73.63492063492063,",step_accuracy, ",63.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'NASNetMobile': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",['ResNet50V2']
"batchId ,",64.0,",overall_accuracy, ",73.703125,",step_accuracy, ",78.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'NASNetMobile': 1})",",",4,",","[[['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda7619e780>]], [['ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda75aab748>]]]"
"batchId ,",65.0,",overall_accuracy, ",73.70769230769231,",step_accuracy, ",74.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'NASNetMobile': 1})",",",4,",",None
"batchId ,",66.0,",overall_accuracy, ",73.8030303030303,",step_accuracy, ",80.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'NASNetMobile': 1})",",",3,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda7d4d6358>]]]"
"batchId ,",67.0,",overall_accuracy, ",73.77611940298507,",step_accuracy, ",72.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",68.0,",overall_accuracy, ",73.79411764705883,",step_accuracy, ",75.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",69.0,",overall_accuracy, ",73.76811594202898,",step_accuracy, ",72.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",70.0,",overall_accuracy, ",73.74285714285715,",step_accuracy, ",72.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",['ResNet50V2']
"batchId ,",71.0,",overall_accuracy, ",73.74647887323944,",step_accuracy, ",74.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",None
"batchId ,",72.0,",overall_accuracy, ",73.68055555555556,",step_accuracy, ",69.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",['ResNet50']
"batchId ,",73.0,",overall_accuracy, ",73.67123287671234,",step_accuracy, ",73.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",74.0,",overall_accuracy, ",73.67567567567568,",step_accuracy, ",74.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",75.0,",overall_accuracy, ",73.62666666666667,",step_accuracy, ",70.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",76.0,",overall_accuracy, ",73.57894736842105,",step_accuracy, ",70.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",77.0,",overall_accuracy, ",73.48051948051948,",step_accuracy, ",66.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1, 'ResNet50': 1})",",",7,",",None
"batchId ,",78.0,",overall_accuracy, ",73.55128205128206,",step_accuracy, ",79.0,",models, ","Counter({'DenseNet121': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'MobileNetV2': 1, 'ResNet50': 1})",",",5,",","[[['ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda741f5a58>]], [['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda748e79e8>]]]"
"batchId ,",79.0,",overall_accuracy, ",73.60759493670886,",step_accuracy, ",78.0,",models, ","Counter({'DenseNet121': 1, 'NASNetMobile': 1, 'MobileNetV2': 1, 'ResNet50': 1})",",",4,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda7dba9828>]]]"
"batchId ,",80.0,",overall_accuracy, ",73.5625,",step_accuracy, ",70.0,",models, ","Counter({'DenseNet121': 1, 'NASNetMobile': 1, 'MobileNetV2': 1, 'ResNet50': 1, 'MobileNet': 1})",",",5,",",['MobileNet']
"batchId ,",81.0,",overall_accuracy, ",73.62962962962963,",step_accuracy, ",79.0,",models, ","Counter({'DenseNet121': 1, 'NASNetMobile': 1, 'MobileNetV2': 1, 'MobileNet': 1})",",",4,",","[[['ResNet50', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda73a4d080>]]]"
"batchId ,",82.0,",overall_accuracy, ",73.6829268292683,",step_accuracy, ",78.0,",models, ","Counter({'DenseNet121': 1, 'NASNetMobile': 1, 'MobileNet': 1})",",",3,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda75457940>]]]"
"batchId ,",83.0,",overall_accuracy, ",73.71084337349397,",step_accuracy, ",76.0,",models, ","Counter({'DenseNet121': 1, 'NASNetMobile': 1, 'MobileNet': 1})",",",3,",",None
"batchId ,",84.0,",overall_accuracy, ",73.6547619047619,",step_accuracy, ",69.0,",models, ","Counter({'DenseNet121': 1, 'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",85.0,",overall_accuracy, ",73.68235294117646,",step_accuracy, ",76.0,",models, ","Counter({'DenseNet121': 1, 'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",None
"batchId ,",86.0,",overall_accuracy, ",73.63953488372093,",step_accuracy, ",70.0,",models, ","Counter({'DenseNet121': 1, 'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",5,",",['InceptionV3']
"batchId ,",87.0,",overall_accuracy, ",73.60919540229885,",step_accuracy, ",71.0,",models, ","Counter({'DenseNet121': 1, 'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",['ResNet50V2']
"batchId ,",88.0,",overall_accuracy, ",73.63636363636363,",step_accuracy, ",76.0,",models, ","Counter({'DenseNet121': 1, 'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'InceptionV3': 1, 'ResNet50V2': 1})",",",6,",",None
"batchId ,",89.0,",overall_accuracy, ",73.73033707865169,",step_accuracy, ",82.0,",models, ","Counter({'DenseNet121': 1, 'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",","[[['ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda71e07080>]], [['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda7257edd8>]]]"
"batchId ,",90.0,",overall_accuracy, ",73.77777777777777,",step_accuracy, ",78.0,",models, ","Counter({'DenseNet121': 1, 'NASNetMobile': 1, 'MobileNet': 1})",",",3,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda730f02b0>]]]"
"batchId ,",91.0,",overall_accuracy, ",73.74725274725274,",step_accuracy, ",71.0,",models, ","Counter({'DenseNet121': 1, 'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
"batchId ,",92.0,",overall_accuracy, ",73.81521739130434,",step_accuracy, ",80.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",3,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda7e603198>]]]"
"batchId ,",93.0,",overall_accuracy, ",73.78494623655914,",step_accuracy, ",71.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'DenseNet121': 1})",",",4,",",['DenseNet121']
"batchId ,",94.0,",overall_accuracy, ",73.7872340425532,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'DenseNet121': 1})",",",4,",",None
"batchId ,",95.0,",overall_accuracy, ",73.78947368421052,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'DenseNet121': 1})",",",4,",",None
"batchId ,",96.0,",overall_accuracy, ",73.78125,",step_accuracy, ",73.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNet': 1, 'MobileNetV2': 1, 'DenseNet121': 1})",",",4,",",None
"batchId ,",97.0,",overall_accuracy, ",73.85567010309279,",step_accuracy, ",81.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1})",",",3,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda7370ecc0>]]]"
"batchId ,",98.0,",overall_accuracy, ",73.85714285714286,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1})",",",3,",",None
"batchId ,",99.0,",overall_accuracy, ",73.85858585858585,",step_accuracy, ",74.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1})",",",3,",",None
"batchId ,",100.0,",overall_accuracy, ",73.81,",step_accuracy, ",69.0,",models, ","Counter({'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",4,",",['MobileNet']
"batchId ,",101.0,",overall_accuracy, ",73.88118811881188,",step_accuracy, ",81.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda7183deb8>]]]"
"batchId ,",102.0,",overall_accuracy, ",73.94117647058823,",step_accuracy, ",80.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1})",",",2,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7fda7049bbe0>]]]"
"batchId ,",103.0,",overall_accuracy, ",73.90291262135922,",step_accuracy, ",70.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",3,",",['MobileNet']
"batchId ,",104.0,",overall_accuracy, ",73.82692307692308,",step_accuracy, ",66.0,",models, ","Counter({'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",4,",",['MobileNetV2']
