"batchId ,",1.0,",overall_accuracy, ",81.0,",step_accuracy, ",81.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet121': 1, 'NASNetMobile': 1, 'InceptionV3': 1, 'DenseNet201': 1, 'ResNet50': 1, 'MobileNetV2': 1})",",",7,",","[[('ResNet50V2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f829c09fda0>)], [('Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7f8300108d30>)], [('MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f82e85a77b8>)]]"
"batchId ,",30.0,",overall_accuracy, ",75.5,",step_accuracy, ",79.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'Xception': 1})",",",4,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81dfe6a2e8>]], [['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81e0e7b208>]]]"
"batchId ,",31.0,",overall_accuracy, ",75.38709677419355,",step_accuracy, ",72.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1})",",",5,",",['DenseNet121']
"batchId ,",32.0,",overall_accuracy, ",75.3125,",step_accuracy, ",73.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",6,",",['MobileNet']
"batchId ,",33.0,",overall_accuracy, ",75.33333333333333,",step_accuracy, ",76.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",6,",",None
"batchId ,",34.0,",overall_accuracy, ",75.52941176470588,",step_accuracy, ",82.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'Xception': 1})",",",4,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81dcd741d0>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81dc99c470>]]]"
"batchId ,",35.0,",overall_accuracy, ",75.25714285714285,",step_accuracy, ",66.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1})",",",5,",",['DenseNet121']
"batchId ,",36.0,",overall_accuracy, ",75.22222222222223,",step_accuracy, ",74.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",6,",",['MobileNet']
"batchId ,",37.0,",overall_accuracy, ",75.35135135135135,",step_accuracy, ",80.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1, 'MobileNet': 1})",",",4,",","[[['NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81de34b438>]], [['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81dba37320>]]]"
"batchId ,",38.0,",overall_accuracy, ",75.26315789473685,",step_accuracy, ",72.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1, 'MobileNet': 1, 'NASNetMobile': 1})",",",5,",",['NASNetMobile']
"batchId ,",39.0,",overall_accuracy, ",75.43589743589743,",step_accuracy, ",82.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1})",",",3,",","[[['NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81d9b7d748>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81db662b00>]]]"
"batchId ,",40.0,",overall_accuracy, ",75.375,",step_accuracy, ",73.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1, 'NASNetMobile': 1})",",",4,",",['NASNetMobile']
"batchId ,",41.0,",overall_accuracy, ",75.58536585365854,",step_accuracy, ",84.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1})",",",3,",","[[['Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81ddcca128>]]]"
"batchId ,",42.0,",overall_accuracy, ",75.59523809523809,",step_accuracy, ",76.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1})",",",3,",",None
"batchId ,",43.0,",overall_accuracy, ",75.51162790697674,",step_accuracy, ",72.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",4,",",['DenseNet121']
"batchId ,",44.0,",overall_accuracy, ",75.38636363636364,",step_accuracy, ",70.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1})",",",5,",",['Xception']
"batchId ,",45.0,",overall_accuracy, ",75.4888888888889,",step_accuracy, ",80.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet121': 1, 'Xception': 1})",",",3,",","[[('DenseNet201', <tensorflow.python.keras.engine.functional.Functional object at 0x7f830149c6a0>)], [['NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81d7fdb160>]]]"
"batchId ,",46.0,",overall_accuracy, ",75.47826086956522,",step_accuracy, ",75.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet121': 1, 'Xception': 1})",",",3,",",None
"batchId ,",47.0,",overall_accuracy, ",75.48936170212765,",step_accuracy, ",76.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet121': 1, 'Xception': 1})",",",3,",",None
"batchId ,",48.0,",overall_accuracy, ",75.45833333333334,",step_accuracy, ",74.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet121': 1, 'Xception': 1, 'DenseNet201': 1})",",",4,",",['DenseNet201']
"batchId ,",49.0,",overall_accuracy, ",75.48979591836734,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet121': 1, 'Xception': 1, 'DenseNet201': 1})",",",4,",",None
"batchId ,",50.0,",overall_accuracy, ",75.58,",step_accuracy, ",80.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1})",",",3,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81d6fa6278>]]]"
"batchId ,",51.0,",overall_accuracy, ",75.58823529411765,",step_accuracy, ",76.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1})",",",3,",",None
"batchId ,",52.0,",overall_accuracy, ",75.61538461538461,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1})",",",3,",",None
"batchId ,",53.0,",overall_accuracy, ",75.64150943396226,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1})",",",3,",",None
"batchId ,",54.0,",overall_accuracy, ",75.62962962962962,",step_accuracy, ",75.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1})",",",3,",",None
"batchId ,",55.0,",overall_accuracy, ",75.52727272727273,",step_accuracy, ",70.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1, 'NASNetMobile': 1})",",",4,",",['NASNetMobile']
"batchId ,",56.0,",overall_accuracy, ",75.44642857142857,",step_accuracy, ",71.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",5,",",['DenseNet121']
"batchId ,",57.0,",overall_accuracy, ",75.35087719298245,",step_accuracy, ",70.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",6,",",['MobileNet']
"batchId ,",58.0,",overall_accuracy, ",75.55172413793103,",step_accuracy, ",87.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1, 'MobileNet': 1})",",",4,",","[[['NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81d347e128>]], [['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81d2403748>]]]"
"batchId ,",59.0,",overall_accuracy, ",75.49152542372882,",step_accuracy, ",72.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1, 'MobileNet': 1, 'NASNetMobile': 1})",",",5,",",['NASNetMobile']
"batchId ,",60.0,",overall_accuracy, ",75.43333333333334,",step_accuracy, ",72.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",6,",",['DenseNet121']
"batchId ,",61.0,",overall_accuracy, ",75.45901639344262,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",6,",",None
"batchId ,",62.0,",overall_accuracy, ",75.33870967741936,",step_accuracy, ",68.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1})",",",7,",",['MobileNetV2']
"batchId ,",63.0,",overall_accuracy, ",75.23809523809524,",step_accuracy, ",69.0,",models, ","Counter({'InceptionResNetV2': 1, 'Xception': 1, 'DenseNet201': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNetV2': 1, 'InceptionV3': 1})",",",8,",",['InceptionV3']
"batchId ,",64.0,",overall_accuracy, ",75.296875,",step_accuracy, ",79.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'MobileNetV2': 1})",",",5,",","[[['InceptionV3', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81ce26c208>]], [['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81cf4ce518>]], [['Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81d6941390>]]]"
"batchId ,",65.0,",overall_accuracy, ",75.27692307692307,",step_accuracy, ",74.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'MobileNet': 1, 'NASNetMobile': 1, 'MobileNetV2': 1, 'DenseNet121': 1})",",",6,",",['DenseNet121']
"batchId ,",66.0,",overall_accuracy, ",75.37878787878788,",step_accuracy, ",82.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",4,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81ced73358>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81d202bf60>]]]"
"batchId ,",67.0,",overall_accuracy, ",75.3731343283582,",step_accuracy, ",75.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",4,",",None
"batchId ,",68.0,",overall_accuracy, ",75.39705882352942,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",4,",",None
"batchId ,",69.0,",overall_accuracy, ",75.39130434782608,",step_accuracy, ",75.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",4,",",None
"batchId ,",70.0,",overall_accuracy, ",75.34285714285714,",step_accuracy, ",72.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1})",",",5,",",['Xception']
"batchId ,",71.0,",overall_accuracy, ",75.35211267605634,",step_accuracy, ",76.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1})",",",5,",",None
"batchId ,",72.0,",overall_accuracy, ",75.29166666666667,",step_accuracy, ",71.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1, 'MobileNet': 1})",",",6,",",['MobileNet']
"batchId ,",73.0,",overall_accuracy, ",75.24657534246575,",step_accuracy, ",72.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'Xception': 1, 'MobileNet': 1, 'MobileNetV2': 1})",",",7,",",['MobileNetV2']
"batchId ,",74.0,",overall_accuracy, ",75.32432432432432,",step_accuracy, ",81.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'Xception': 1})",",",4,",","[[['MobileNetV2', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81cc2ccac8>]], [['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81cc99fdd8>]], [['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81cd317da0>]]]"
"batchId ,",75.0,",overall_accuracy, ",75.33333333333333,",step_accuracy, ",76.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'Xception': 1})",",",4,",",None
"batchId ,",76.0,",overall_accuracy, ",75.31578947368422,",step_accuracy, ",74.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1})",",",5,",",['DenseNet121']
"batchId ,",77.0,",overall_accuracy, ",75.15584415584415,",step_accuracy, ",63.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'Xception': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",6,",",['MobileNet']
"batchId ,",78.0,",overall_accuracy, ",75.26923076923076,",step_accuracy, ",84.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'Xception': 1})",",",4,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81caf9a668>]], [['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81cb3ee2e8>]]]"
"batchId ,",79.0,",overall_accuracy, ",75.32911392405063,",step_accuracy, ",80.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1})",",",3,",","[[['NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81d05470f0>]]]"
"batchId ,",80.0,",overall_accuracy, ",75.35,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1})",",",3,",",None
"batchId ,",81.0,",overall_accuracy, ",75.37037037037037,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1})",",",3,",",None
"batchId ,",82.0,",overall_accuracy, ",75.32926829268293,",step_accuracy, ",72.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1, 'NASNetMobile': 1})",",",4,",",['NASNetMobile']
"batchId ,",83.0,",overall_accuracy, ",75.3855421686747,",step_accuracy, ",80.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1})",",",3,",","[[['NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81c951a6d8>]]]"
"batchId ,",84.0,",overall_accuracy, ",75.32142857142857,",step_accuracy, ",70.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1, 'NASNetMobile': 1})",",",4,",",['NASNetMobile']
"batchId ,",85.0,",overall_accuracy, ",75.34117647058824,",step_accuracy, ",77.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1, 'NASNetMobile': 1})",",",4,",",None
"batchId ,",86.0,",overall_accuracy, ",75.32558139534883,",step_accuracy, ",74.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",5,",",['DenseNet121']
"batchId ,",87.0,",overall_accuracy, ",75.28735632183908,",step_accuracy, ",72.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'Xception': 1, 'NASNetMobile': 1, 'DenseNet121': 1, 'MobileNet': 1})",",",6,",",['MobileNet']
"batchId ,",88.0,",overall_accuracy, ",75.3409090909091,",step_accuracy, ",80.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1, 'DenseNet121': 1})",",",4,",","[[['MobileNet', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81c649dac8>]], [['Xception', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81cccfb320>]]]"
"batchId ,",89.0,",overall_accuracy, ",75.3932584269663,",step_accuracy, ",80.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1})",",",3,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81c6893240>]]]"
"batchId ,",90.0,",overall_accuracy, ",75.42222222222222,",step_accuracy, ",78.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1})",",",2,",","[[['DenseNet201', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81d50720f0>]]]"
"batchId ,",91.0,",overall_accuracy, ",75.37362637362638,",step_accuracy, ",71.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet201': 1})",",",3,",",['DenseNet201']
"batchId ,",92.0,",overall_accuracy, ",75.3586956521739,",step_accuracy, ",74.0,",models, ","Counter({'InceptionResNetV2': 1, 'NASNetMobile': 1, 'DenseNet201': 1, 'DenseNet121': 1})",",",4,",",['DenseNet121']
"batchId ,",93.0,",overall_accuracy, ",75.3978494623656,",step_accuracy, ",79.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'DenseNet121': 1})",",",3,",","[[['NASNetMobile', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81c790e0f0>]]]"
"batchId ,",94.0,",overall_accuracy, ",75.40425531914894,",step_accuracy, ",76.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'DenseNet121': 1})",",",3,",",None
"batchId ,",95.0,",overall_accuracy, ",75.41052631578947,",step_accuracy, ",76.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'DenseNet121': 1})",",",3,",",None
"batchId ,",96.0,",overall_accuracy, ",75.39583333333333,",step_accuracy, ",74.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'DenseNet121': 1, 'NASNetMobile': 1})",",",4,",",['NASNetMobile']
"batchId ,",97.0,",overall_accuracy, ",75.43298969072166,",step_accuracy, ",79.0,",models, ","Counter({'InceptionResNetV2': 1, 'DenseNet201': 1, 'NASNetMobile': 1})",",",3,",","[[['DenseNet121', <tensorflow.python.keras.engine.functional.Functional object at 0x7f81c3b4d1d0>]]]"
